id_pedido;id_categoria;id_produto;id_forma_de_pagamento;quantidade_de_parcelas;quantidade_de_produtos;mes_criacao;id_cliente
237;1;3;2;0;2;01/08/2019;500
238;1;3;4;0;1;01/08/2019;376
239;1;4;3;6;2;01/08/2019;408
240;1;1;4;0;1;01/08/2019;5
241;2;9;4;0;4;01/08/2019;64
242;1;5;4;0;4;01/08/2019;9
243;1;3;3;8;2;01/08/2019;209
244;1;3;1;0;1;01/08/2019;165
245;1;7;4;0;1;01/08/2019;290
246;3;17;2;0;4;01/08/2019;204
247;1;7;2;0;1;01/08/2019;218
248;1;4;2;0;2;01/08/2019;313
249;1;4;4;0;2;01/08/2019;556
250;1;1;2;0;1;01/08/2019;535
251;2;10;1;0;2;01/08/2019;532
252;3;15;4;0;3;01/08/2019;349
253;2;10;3;4;1;01/08/2019;393
254;1;4;3;3;1;01/08/2019;453
255;1;6;1;0;1;01/08/2019;349
256;1;6;4;0;1;01/08/2019;167
257;1;1;2;0;1;01/08/2019;123
258;1;3;3;8;1;01/08/2019;373
259;2;8;2;0;1;01/08/2019;36
260;1;2;3;6;1;01/08/2019;546
261;1;4;2;0;3;01/08/2019;597
262;1;4;3;5;1;01/08/2019;541
263;2;10;3;8;5;01/08/2019;587
264;2;11;4;0;3;01/08/2019;33
265;3;12;3;9;1;01/08/2019;40
266;1;5;3;4;2;01/08/2019;499
267;1;6;4;0;2;01/08/2019;371
268;2;8;1;0;1;01/08/2019;93
269;1;3;2;0;5;01/08/2019;523
270;1;7;3;4;1;01/08/2019;127
271;1;2;4;0;2;01/08/2019;535
272;1;5;3;3;3;01/08/2019;565
273;1;7;3;1;3;01/08/2019;243
274;1;6;3;10;1;01/08/2019;333
275;1;3;2;0;1;01/08/2019;443
276;1;1;3;10;2;01/08/2019;46
277;1;2;3;9;2;01/08/2019;471
278;3;17;3;7;3;01/08/2019;556
279;1;7;3;2;4;01/08/2019;161
280;1;5;3;8;4;01/08/2019;144
281;2;8;4;0;1;01/08/2019;127
282;1;4;3;8;1;01/08/2019;46
283;3;15;3;7;1;01/08/2019;40
284;1;7;4;0;5;01/08/2019;152
285;1;1;3;2;5;01/08/2019;78
286;1;5;2;0;2;01/08/2019;184
287;3;14;3;10;2;01/08/2019;16
288;3;15;3;3;5;01/08/2019;315
289;1;5;3;7;2;01/08/2019;239
290;1;3;2;0;2;01/08/2019;434
291;1;1;3;5;2;01/08/2019;452
292;1;7;2;0;3;01/08/2019;355
293;2;11;2;0;3;01/08/2019;81
294;3;12;2;0;1;01/08/2019;105
295;1;6;4;0;2;01/08/2019;389
296;3;16;2;0;1;01/08/2019;152
297;1;5;2;0;3;01/08/2019;242
298;3;12;2;0;1;01/08/2019;504
299;1;6;3;10;3;01/08/2019;352
300;1;6;3;10;3;01/08/2019;557
301;1;2;1;0;1;01/08/2019;187
302;2;9;3;5;1;01/08/2019;291
303;2;10;3;1;2;01/08/2019;61
304;1;2;3;6;3;01/08/2019;242
305;1;5;4;0;3;01/08/2019;323
306;1;6;3;5;4;01/08/2019;512
307;2;8;2;0;1;01/08/2019;451
308;1;6;4;0;2;01/08/2019;124
309;1;6;4;0;3;01/08/2019;271
310;1;6;4;0;4;01/08/2019;552
311;3;13;3;7;2;01/08/2019;119
312;1;4;3;6;2;01/08/2019;3
313;2;9;4;0;3;01/08/2019;561
314;2;11;1;0;1;01/08/2019;154
315;1;5;3;7;3;01/08/2019;91
316;1;2;4;0;5;01/08/2019;582
317;1;1;3;8;1;01/08/2019;291
318;3;16;3;7;4;01/08/2019;464
319;1;5;1;0;2;01/08/2019;497
320;2;8;1;0;2;01/08/2019;271
321;1;5;4;0;2;01/08/2019;415
322;2;10;2;0;4;01/08/2019;275
323;2;10;4;0;1;01/08/2019;462
324;3;17;3;10;4;01/08/2019;103
325;1;1;3;7;2;01/08/2019;1
326;1;2;1;0;3;01/08/2019;595
327;3;13;3;10;1;01/08/2019;152
328;3;15;3;6;2;01/08/2019;309
329;1;3;2;0;4;01/08/2019;443
330;2;10;4;0;2;01/08/2019;383
331;1;1;1;0;2;01/08/2019;72
332;2;8;2;0;2;01/08/2019;492
333;1;7;2;0;1;01/08/2019;597
334;1;5;2;0;2;01/08/2019;174
335;1;5;3;8;1;01/08/2019;250
336;1;2;1;0;3;01/08/2019;573
337;1;7;3;6;5;01/08/2019;366
338;2;11;3;10;1;01/08/2019;225
339;2;10;2;0;1;01/08/2019;98
340;3;15;2;0;1;01/08/2019;120
341;1;6;4;0;1;01/08/2019;472
342;1;7;4;0;1;01/08/2019;481
343;1;6;3;8;3;01/08/2019;111
344;3;15;3;8;4;01/08/2019;320
345;1;6;4;0;5;01/08/2019;503
346;1;2;1;0;1;01/08/2019;341
347;1;1;2;0;3;01/08/2019;334
348;1;7;2;0;5;01/08/2019;456
349;3;15;2;0;1;01/08/2019;58
350;3;16;2;0;4;01/08/2019;185
351;3;12;2;0;5;01/08/2019;56
352;1;1;3;8;2;01/08/2019;464
353;3;16;4;0;3;01/08/2019;336
354;1;7;3;8;3;01/08/2019;587
355;1;4;3;2;1;01/08/2019;271
356;3;17;3;3;2;01/08/2019;69
357;1;2;3;7;3;01/08/2019;493
358;1;5;1;0;2;01/08/2019;131
359;1;6;3;2;1;01/08/2019;125
360;2;11;2;0;2;01/08/2019;367
361;3;16;3;2;3;01/08/2019;426
362;2;10;2;0;3;01/08/2019;149
363;2;8;4;0;2;01/08/2019;568
364;3;12;4;0;4;01/08/2019;258
365;1;6;4;0;1;01/08/2019;163
366;1;3;1;0;1;01/08/2019;341
367;1;7;3;1;3;01/08/2019;566
368;3;14;3;2;4;01/08/2019;396
369;1;6;4;0;1;01/08/2019;202
370;3;16;2;0;1;01/08/2019;301
371;1;2;2;0;1;01/08/2019;430
372;2;8;2;0;4;01/08/2019;451
373;2;11;1;0;3;01/08/2019;451
374;1;4;4;0;1;01/08/2019;350
375;2;9;3;8;2;01/08/2019;149
376;1;3;3;7;3;01/08/2019;585
377;1;1;4;0;2;01/08/2019;437
378;2;10;4;0;1;01/08/2019;404
379;1;1;3;2;2;01/08/2019;291
380;1;2;3;4;2;01/08/2019;407
381;2;11;3;6;5;01/08/2019;430
382;1;2;3;3;1;01/08/2019;70
383;1;3;3;5;1;01/08/2019;269
384;1;2;2;0;2;01/08/2019;600
385;1;3;4;0;3;01/08/2019;165
386;1;5;4;0;4;01/08/2019;485
387;1;6;3;8;3;01/08/2019;444
388;1;2;4;0;3;01/08/2019;299
389;1;6;3;4;2;01/08/2019;482
390;2;11;3;5;4;01/08/2019;110
391;2;10;4;0;2;01/08/2019;380
392;1;7;3;8;1;01/08/2019;207
393;3;14;4;0;3;01/08/2019;394
394;1;7;1;0;1;01/08/2019;416
395;2;8;3;5;2;01/08/2019;100
396;3;14;2;0;4;01/08/2019;93
397;1;4;3;9;1;01/08/2019;373
398;2;9;3;10;4;01/08/2019;257
399;3;13;3;5;4;01/08/2019;533
400;1;7;4;0;2;01/08/2019;252
401;3;15;3;1;1;01/08/2019;511
402;1;1;3;1;1;01/08/2019;219
403;1;3;3;1;2;01/08/2019;537
404;2;11;3;10;1;01/08/2019;292
405;1;1;3;6;1;01/08/2019;199
406;1;3;4;0;1;01/08/2019;319
407;1;6;2;0;4;01/08/2019;119
408;2;9;1;0;1;01/08/2019;32
409;1;4;3;9;2;01/08/2019;542
410;1;1;3;3;4;01/08/2019;92
411;2;11;2;0;4;01/08/2019;324
412;1;5;3;9;3;01/08/2019;381
413;3;14;3;3;1;01/08/2019;456
414;2;11;3;2;4;01/08/2019;335
415;1;3;3;10;1;01/08/2019;174
416;1;1;1;0;1;01/08/2019;114
417;1;3;2;0;4;01/08/2019;364
418;1;1;3;6;2;01/08/2019;62
419;1;4;3;8;4;01/08/2019;74
420;1;2;2;0;1;01/08/2019;529
421;1;4;2;0;2;01/08/2019;92
422;2;9;3;5;1;01/08/2019;230
423;2;10;3;2;1;01/08/2019;2
424;1;4;3;9;4;01/08/2019;413
425;1;1;2;0;2;01/08/2019;229
426;1;5;3;1;1;01/08/2019;435
427;1;4;1;0;4;01/08/2019;135
428;1;7;1;0;1;01/08/2019;133
429;1;6;1;0;2;01/08/2019;314
430;1;5;1;0;1;01/08/2019;256
431;1;4;2;0;5;01/08/2019;298
432;1;6;3;5;1;01/08/2019;383
433;3;14;3;9;4;01/08/2019;456
434;1;1;3;2;2;01/08/2019;350
435;1;2;3;10;2;01/08/2019;16
436;1;6;3;7;2;01/08/2019;539
437;3;12;3;6;2;01/08/2019;588
438;2;11;1;0;5;01/08/2019;326
439;1;3;1;0;2;01/08/2019;505
440;1;2;4;0;3;01/08/2019;230
441;1;5;4;0;3;01/08/2019;140
442;1;2;3;8;3;01/08/2019;233
443;3;16;2;0;2;01/08/2019;8
444;3;16;2;0;1;01/08/2019;505
445;1;5;2;0;1;01/08/2019;561
446;2;8;2;0;3;01/08/2019;589
447;3;13;2;0;2;01/08/2019;480
448;3;13;3;2;2;01/08/2019;58
449;1;5;1;0;2;01/08/2019;114
450;2;8;3;8;4;01/08/2019;325
451;2;8;4;0;2;01/08/2019;219
452;1;2;4;0;2;01/08/2019;588
453;2;8;2;0;5;01/08/2019;441
0;3;14;2;0;1;01/09/2019;418
1;1;7;4;0;5;01/09/2019;416
2;1;7;1;0;2;01/09/2019;475
3;2;9;2;0;4;01/09/2019;225
4;2;11;3;3;3;01/09/2019;291
5;1;7;2;0;4;01/09/2019;361
6;1;3;2;0;5;01/09/2019;558
7;1;4;2;0;1;01/09/2019;358
8;3;13;3;9;1;01/09/2019;514
9;1;4;2;0;1;01/09/2019;137
10;3;12;2;0;1;01/09/2019;248
11;2;8;1;0;4;01/09/2019;321
12;3;17;1;0;1;01/09/2019;580
13;1;6;3;7;2;01/09/2019;187
14;1;3;4;0;2;01/09/2019;115
15;2;8;2;0;1;01/09/2019;529
16;1;3;3;10;1;01/09/2019;510
17;1;5;4;0;2;01/09/2019;148
18;2;9;3;5;2;01/09/2019;98
19;1;3;1;0;2;01/09/2019;362
20;2;9;1;0;1;01/09/2019;599
21;2;9;3;7;1;01/09/2019;21
22;2;8;3;9;2;01/09/2019;84
23;1;1;2;0;4;01/09/2019;14
24;1;6;3;5;4;01/09/2019;323
25;3;14;3;5;3;01/09/2019;151
26;3;15;1;0;2;01/09/2019;74
27;3;14;1;0;1;01/09/2019;329
28;1;2;3;1;1;01/09/2019;168
29;1;1;1;0;5;01/09/2019;377
30;2;9;3;9;4;01/09/2019;585
31;1;1;4;0;1;01/09/2019;193
32;2;10;3;9;4;01/09/2019;318
33;3;12;2;0;1;01/09/2019;562
34;1;2;3;7;2;01/09/2019;380
35;3;16;1;0;5;01/09/2019;195
36;1;1;3;5;2;01/09/2019;439
37;1;5;3;9;3;01/09/2019;561
38;3;13;1;0;2;01/09/2019;490
39;3;14;4;0;2;01/09/2019;222
40;3;14;2;0;2;01/09/2019;299
41;3;12;3;10;2;01/09/2019;330
42;2;9;3;5;5;01/09/2019;490
43;1;4;2;0;3;01/09/2019;429
44;1;5;2;0;3;01/09/2019;591
45;1;3;4;0;4;01/09/2019;144
46;1;6;1;0;3;01/09/2019;235
47;3;13;3;3;1;01/09/2019;95
48;1;2;3;7;1;01/09/2019;299
49;1;4;3;9;1;01/09/2019;214
50;3;14;2;0;1;01/09/2019;184
51;1;5;3;7;2;01/09/2019;84
52;1;7;2;0;2;01/09/2019;334
53;3;13;2;0;1;01/09/2019;520
54;1;6;3;10;1;01/09/2019;3
55;1;3;2;0;2;01/09/2019;247
56;2;11;4;0;4;01/09/2019;429
57;1;4;3;2;1;01/09/2019;46
58;1;2;2;0;2;01/09/2019;185
59;1;5;3;4;2;01/09/2019;230
60;1;6;2;0;1;01/09/2019;249
61;1;4;2;0;1;01/09/2019;154
62;3;15;3;5;2;01/09/2019;287
63;3;13;4;0;2;01/09/2019;573
64;3;17;4;0;5;01/09/2019;119
65;2;9;1;0;2;01/09/2019;530
66;1;4;3;8;1;01/09/2019;246
67;1;3;2;0;4;01/09/2019;463
68;2;11;2;0;2;01/09/2019;287
69;1;3;4;0;2;01/09/2019;354
70;1;2;1;0;4;01/09/2019;589
71;2;10;3;10;1;01/09/2019;63
72;2;8;2;0;3;01/09/2019;179
73;2;9;2;0;4;01/09/2019;248
74;1;7;1;0;2;01/09/2019;423
75;3;14;2;0;1;01/09/2019;171
76;1;1;4;0;2;01/09/2019;316
77;1;3;2;0;3;01/09/2019;181
78;1;7;3;2;3;01/09/2019;289
79;1;3;4;0;1;01/09/2019;334
80;1;3;3;5;2;01/09/2019;492
81;1;7;1;0;3;01/09/2019;593
82;1;5;4;0;1;01/09/2019;403
83;1;1;4;0;1;01/09/2019;279
84;3;13;2;0;1;01/09/2019;182
85;3;14;3;3;2;01/09/2019;200
86;1;3;2;0;1;01/09/2019;298
87;1;6;1;0;1;01/09/2019;95
88;1;4;2;0;1;01/09/2019;540
89;3;17;2;0;1;01/09/2019;339
90;1;2;3;8;2;01/09/2019;124
91;1;5;3;8;2;01/09/2019;595
92;1;7;4;0;4;01/09/2019;404
93;2;9;3;10;1;01/09/2019;238
94;3;17;3;3;1;01/09/2019;545
95;2;8;3;4;1;01/09/2019;493
96;1;3;3;5;1;01/09/2019;207
97;2;10;2;0;2;01/09/2019;255
98;1;6;4;0;2;01/09/2019;583
99;1;6;1;0;1;01/09/2019;4
100;3;14;2;0;1;01/09/2019;553
101;1;3;3;3;1;01/09/2019;211
102;3;17;4;0;3;01/09/2019;589
103;2;8;3;3;5;01/09/2019;362
104;3;15;2;0;2;01/09/2019;88
105;3;13;1;0;4;01/09/2019;467
106;1;6;2;0;2;01/09/2019;228
107;2;8;3;10;5;01/09/2019;391
108;1;5;3;1;5;01/09/2019;431
109;1;7;3;3;2;01/09/2019;574
110;2;10;3;10;1;01/09/2019;300
111;3;14;3;10;4;01/09/2019;545
112;1;1;2;0;4;01/09/2019;448
113;1;1;1;0;2;01/09/2019;179
114;1;5;3;4;1;01/09/2019;216
115;1;2;2;0;2;01/09/2019;42
116;1;3;4;0;2;01/09/2019;106
117;1;5;2;0;1;01/09/2019;157
118;1;3;3;2;1;01/09/2019;284
119;1;7;3;8;4;01/09/2019;580
120;2;9;1;0;2;01/09/2019;449
121;2;10;3;8;5;01/09/2019;369
122;1;6;2;0;3;01/09/2019;300
123;3;12;3;2;2;01/09/2019;354
124;1;4;3;9;5;01/09/2019;123
125;2;9;1;0;2;01/09/2019;427
126;3;16;3;2;1;01/09/2019;140
127;2;8;1;0;5;01/09/2019;554
128;1;3;2;0;1;01/09/2019;141
129;3;16;3;2;1;01/09/2019;541
130;2;8;4;0;5;01/09/2019;55
131;1;3;3;8;2;01/09/2019;179
132;2;8;2;0;4;01/09/2019;525
133;1;1;3;4;1;01/09/2019;301
134;1;4;3;8;1;01/09/2019;116
135;1;4;3;1;4;01/09/2019;531
136;1;1;3;8;4;01/09/2019;41
137;1;2;4;0;2;01/09/2019;185
138;1;4;3;9;3;01/09/2019;86
139;1;5;2;0;1;01/09/2019;138
140;1;2;2;0;3;01/09/2019;470
141;2;10;1;0;2;01/09/2019;217
142;1;4;2;0;3;01/09/2019;49
143;1;4;1;0;3;01/09/2019;536
144;2;9;3;2;4;01/09/2019;419
145;1;1;3;9;1;01/09/2019;12
146;3;14;2;0;2;01/09/2019;81
147;1;7;3;6;1;01/09/2019;542
148;2;11;2;0;1;01/09/2019;403
149;1;6;1;0;1;01/09/2019;458
150;3;16;4;0;3;01/09/2019;456
151;1;4;3;6;1;01/09/2019;138
152;3;14;2;0;1;01/09/2019;530
153;2;10;2;0;4;01/09/2019;408
154;1;5;3;10;4;01/09/2019;445
155;1;7;3;8;1;01/09/2019;466
156;1;1;1;0;3;01/09/2019;526
157;2;11;4;0;2;01/09/2019;568
158;3;15;3;5;1;01/09/2019;21
159;3;15;2;0;2;01/09/2019;104
160;3;17;3;6;1;01/09/2019;113
161;1;6;3;10;4;01/09/2019;71
162;2;11;2;0;4;01/09/2019;524
163;3;14;3;1;3;01/09/2019;33
164;1;7;3;4;4;01/09/2019;538
165;3;17;3;4;2;01/09/2019;435
166;1;3;1;0;2;01/09/2019;451
167;2;9;3;4;4;01/09/2019;145
168;2;11;3;7;2;01/09/2019;216
169;1;2;2;0;1;01/09/2019;236
170;2;11;4;0;3;01/09/2019;506
171;1;6;3;4;1;01/09/2019;314
172;2;11;2;0;2;01/09/2019;101
173;3;12;2;0;5;01/09/2019;287
174;3;13;4;0;5;01/09/2019;237
175;1;4;3;1;3;01/09/2019;20
176;2;8;4;0;2;01/09/2019;155
177;3;13;1;0;3;01/09/2019;223
178;1;1;3;9;3;01/09/2019;391
179;2;11;3;2;2;01/09/2019;365
180;2;11;3;6;2;01/09/2019;76
181;2;9;2;0;4;01/09/2019;255
182;3;13;4;0;3;01/09/2019;317
183;1;7;1;0;3;01/09/2019;310
184;1;6;3;6;4;01/09/2019;105
185;2;9;3;6;1;01/09/2019;281
186;1;3;3;2;2;01/09/2019;500
187;1;7;4;0;2;01/09/2019;365
188;2;8;3;6;1;01/09/2019;48
189;1;3;3;9;1;01/09/2019;535
190;2;9;1;0;2;01/09/2019;522
191;2;11;2;0;3;01/09/2019;385
192;3;17;3;9;2;01/09/2019;358
193;3;14;3;5;1;01/09/2019;243
194;1;3;2;0;2;01/09/2019;522
195;1;6;3;4;3;01/09/2019;350
196;3;17;3;7;2;01/09/2019;447
197;1;3;1;0;1;01/09/2019;275
198;1;5;3;7;4;01/09/2019;263
199;1;4;3;1;2;01/09/2019;577
200;1;1;4;0;1;01/09/2019;504
201;1;4;1;0;4;01/09/2019;494
202;2;10;2;0;3;01/09/2019;517
203;1;4;4;0;1;01/09/2019;426
204;1;3;1;0;1;01/09/2019;480
205;1;4;2;0;2;01/09/2019;149
206;1;5;1;0;4;01/09/2019;465
207;1;1;1;0;2;01/09/2019;108
208;3;17;4;0;4;01/09/2019;185
209;1;4;2;0;2;01/09/2019;359
210;3;14;1;0;2;01/09/2019;282
211;1;3;3;2;3;01/09/2019;414
212;1;5;2;0;4;01/09/2019;580
213;3;14;3;7;1;01/09/2019;364
214;1;2;2;0;3;01/09/2019;126
215;1;6;4;0;2;01/09/2019;178
216;1;3;4;0;3;01/09/2019;402
217;1;2;4;0;4;01/09/2019;319
218;3;12;3;6;3;01/09/2019;207
219;2;9;4;0;3;01/09/2019;132
220;1;1;2;0;1;01/09/2019;533
221;1;4;2;0;2;01/09/2019;544
222;2;11;4;0;4;01/09/2019;25
223;2;11;3;5;3;01/09/2019;42
224;3;12;2;0;2;01/09/2019;334
225;1;3;2;0;3;01/09/2019;554
226;3;13;4;0;2;01/09/2019;263
227;1;6;2;0;1;01/09/2019;429
228;1;5;3;3;3;01/09/2019;60
229;3;17;3;7;4;01/09/2019;125
230;2;8;2;0;2;01/09/2019;553
231;1;5;1;0;2;01/09/2019;282
232;3;14;4;0;3;01/09/2019;195
233;1;3;1;0;3;01/09/2019;421
234;1;7;3;7;1;01/09/2019;67
235;2;10;3;7;4;01/09/2019;213
236;1;4;3;10;3;01/09/2019;87
237;1;4;4;0;2;01/09/2019;180
238;3;15;1;0;3;01/09/2019;166
239;2;9;3;9;1;01/09/2019;328
240;1;2;3;4;2;01/09/2019;535
241;3;16;1;0;1;01/09/2019;526
242;1;2;2;0;4;01/09/2019;278
243;1;6;2;0;1;01/09/2019;403
244;1;5;1;0;3;01/09/2019;436
245;1;4;3;2;3;01/09/2019;170
246;3;13;3;9;4;01/09/2019;429
247;1;3;2;0;4;01/09/2019;149
248;1;2;2;0;1;01/09/2019;136
249;1;2;4;0;4;01/09/2019;599
250;1;1;2;0;2;01/09/2019;145
251;1;2;2;0;1;01/09/2019;203
252;3;13;1;0;3;01/09/2019;231
253;3;12;3;1;4;01/09/2019;41
254;1;6;3;6;2;01/09/2019;179
255;1;2;3;3;2;01/09/2019;440
256;3;14;2;0;1;01/09/2019;404
257;2;8;4;0;3;01/09/2019;327
258;1;7;2;0;2;01/09/2019;583
259;1;1;1;0;1;01/09/2019;512
260;1;5;3;4;2;01/09/2019;144
261;3;14;3;2;4;01/09/2019;578
262;1;5;4;0;5;01/09/2019;432
263;2;8;4;0;3;01/09/2019;542
264;3;17;3;10;1;01/09/2019;130
265;1;1;3;8;2;01/09/2019;134
266;1;6;2;0;2;01/09/2019;282
267;2;9;3;8;4;01/09/2019;569
268;2;8;3;10;4;01/09/2019;26
269;1;6;4;0;2;01/09/2019;90
270;1;6;1;0;4;01/09/2019;291
271;2;11;4;0;2;01/09/2019;149
272;1;6;2;0;2;01/09/2019;216
273;1;1;2;0;2;01/09/2019;305
274;1;1;3;7;3;01/09/2019;304
275;3;17;2;0;5;01/09/2019;56
276;1;4;1;0;4;01/09/2019;390
277;3;16;3;10;1;01/09/2019;307
278;2;8;3;10;2;01/09/2019;385
279;1;4;3;10;1;01/09/2019;134
280;3;14;3;8;1;01/09/2019;87
281;2;8;2;0;2;01/09/2019;537
282;1;1;2;0;5;01/09/2019;426
283;2;9;3;5;3;01/09/2019;345
284;1;6;3;7;1;01/09/2019;208
285;1;1;2;0;2;01/09/2019;17
286;2;8;2;0;2;01/09/2019;3
287;3;15;4;0;1;01/09/2019;584
288;1;5;1;0;1;01/09/2019;193
289;2;10;3;2;1;01/09/2019;575
290;2;11;3;8;2;01/09/2019;519
291;1;4;2;0;1;01/09/2019;427
292;1;7;4;0;1;01/09/2019;6
293;1;7;2;0;1;01/09/2019;189
294;3;12;3;5;1;01/09/2019;365
295;1;1;3;1;3;01/09/2019;128
296;3;12;2;0;1;01/09/2019;238
297;3;16;2;0;1;01/09/2019;194
298;3;12;2;0;3;01/09/2019;495
299;1;2;2;0;5;01/09/2019;318
300;2;8;4;0;2;01/09/2019;131
301;1;6;1;0;2;01/09/2019;310
302;1;6;4;0;4;01/09/2019;446
303;1;4;1;0;2;01/09/2019;73
304;1;6;2;0;2;01/09/2019;294
305;1;5;3;4;1;01/09/2019;429
306;2;9;3;6;3;01/09/2019;468
307;1;2;3;6;4;01/09/2019;372
308;1;5;2;0;4;01/09/2019;210
309;1;1;3;7;4;01/09/2019;38
310;1;7;3;10;1;01/09/2019;265
311;3;13;4;0;2;01/09/2019;106
312;2;11;3;8;2;01/09/2019;272
313;3;17;2;0;2;01/09/2019;123
314;1;7;3;4;2;01/09/2019;516
315;2;10;2;0;2;01/09/2019;254
316;1;5;2;0;5;01/09/2019;352
317;1;2;2;0;3;01/09/2019;409
318;1;1;3;1;3;01/09/2019;112
319;1;3;2;0;3;01/09/2019;16
320;2;9;4;0;4;01/09/2019;242
321;1;3;1;0;1;01/09/2019;431
322;1;1;4;0;3;01/09/2019;186
323;1;2;2;0;4;01/09/2019;353
324;1;4;3;4;2;01/09/2019;258
325;3;16;1;0;1;01/09/2019;17
326;3;12;4;0;1;01/09/2019;421
327;3;16;4;0;1;01/09/2019;371
328;2;11;3;5;1;01/09/2019;233
329;2;9;4;0;3;01/09/2019;230
330;1;6;2;0;2;01/09/2019;278
331;1;3;3;9;1;01/09/2019;388
332;1;1;3;7;4;01/09/2019;488
333;1;6;2;0;3;01/09/2019;69
334;1;2;2;0;2;01/09/2019;571
335;1;2;2;0;4;01/09/2019;20
336;3;15;2;0;3;01/09/2019;479
337;1;7;3;2;2;01/09/2019;376
338;3;17;3;6;2;01/09/2019;447
339;2;8;3;3;1;01/09/2019;544
340;1;3;3;3;4;01/09/2019;582
341;1;4;2;0;1;01/09/2019;154
342;1;5;3;5;2;01/09/2019;338
343;1;4;3;2;1;01/09/2019;35
344;1;4;4;0;4;01/09/2019;142
345;1;2;4;0;2;01/09/2019;279
346;3;12;3;8;2;01/09/2019;435
347;1;2;3;1;1;01/09/2019;15
348;2;10;1;0;3;01/09/2019;348
349;2;10;2;0;3;01/09/2019;544
350;2;9;3;1;1;01/09/2019;191
351;1;5;4;0;4;01/09/2019;579
352;3;15;4;0;3;01/09/2019;448
353;3;13;2;0;3;01/09/2019;20
354;1;1;2;0;2;01/09/2019;378
355;1;3;4;0;5;01/09/2019;351
356;3;13;3;2;1;01/09/2019;59
357;1;5;3;5;4;01/09/2019;9
358;1;5;1;0;2;01/09/2019;88
359;1;6;3;9;4;01/09/2019;223
360;1;6;3;3;2;01/09/2019;117
361;1;5;1;0;2;01/09/2019;131
362;3;12;3;5;3;01/09/2019;156
363;1;2;3;6;3;01/09/2019;362
364;1;5;2;0;3;01/09/2019;447
365;1;7;1;0;1;01/09/2019;155
366;1;3;4;0;4;01/09/2019;580
367;1;2;3;7;1;01/09/2019;56
368;2;9;2;0;3;01/09/2019;264
369;3;14;4;0;1;01/09/2019;58
370;2;8;4;0;1;01/09/2019;129
371;1;7;3;7;1;01/09/2019;179
372;1;5;3;2;1;01/09/2019;330
373;1;6;2;0;2;01/09/2019;174
374;3;17;2;0;2;01/09/2019;248
375;3;13;2;0;3;01/09/2019;414
376;1;3;3;3;2;01/09/2019;45
377;1;6;4;0;2;01/09/2019;214
378;3;14;2;0;1;01/09/2019;528
379;1;4;4;0;2;01/09/2019;63
380;1;1;2;0;2;01/09/2019;590
381;2;9;2;0;2;01/09/2019;197
382;3;12;1;0;4;01/09/2019;474
383;3;13;3;5;5;01/09/2019;189
384;1;1;2;0;4;01/09/2019;108
385;1;5;3;10;4;01/09/2019;175
386;1;1;2;0;3;01/09/2019;491
387;2;10;3;1;1;01/09/2019;267
388;1;4;3;7;3;01/09/2019;297
389;1;1;4;0;1;01/09/2019;559
390;1;4;4;0;3;01/09/2019;73
391;2;8;3;5;2;01/09/2019;161
392;1;1;2;0;4;01/09/2019;328
393;1;6;1;0;4;01/09/2019;233
394;3;13;2;0;3;01/09/2019;273
395;1;2;4;0;3;01/09/2019;244
396;1;3;1;0;4;01/09/2019;34
397;1;5;3;7;1;01/09/2019;579
398;3;17;3;1;2;01/09/2019;385
399;1;1;2;0;5;01/09/2019;573
400;1;1;2;0;3;01/09/2019;531
401;3;17;3;5;3;01/09/2019;75
402;3;15;4;0;2;01/09/2019;428
403;1;5;4;0;1;01/09/2019;570
404;2;8;2;0;2;01/09/2019;387
405;3;13;2;0;1;01/09/2019;227
406;1;1;2;0;2;01/09/2019;400
407;3;15;1;0;1;01/09/2019;472
408;2;9;1;0;3;01/09/2019;536
409;1;2;3;1;3;01/09/2019;353
410;1;3;2;0;2;01/09/2019;566
411;2;10;3;1;2;01/09/2019;456
412;2;9;2;0;2;01/09/2019;50
413;2;9;1;0;3;01/09/2019;285
414;1;6;1;0;1;01/09/2019;593
415;3;12;1;0;3;01/09/2019;188
416;1;6;1;0;2;01/09/2019;216
417;3;12;3;7;5;01/09/2019;99
418;2;10;2;0;2;01/09/2019;331
419;3;17;3;1;4;01/09/2019;66
420;1;7;4;0;4;01/09/2019;405
421;2;10;1;0;1;01/09/2019;342
422;1;7;3;5;4;01/09/2019;31
423;2;10;3;2;1;01/09/2019;390
424;1;2;2;0;1;01/09/2019;589
425;2;9;1;0;1;01/09/2019;524
426;1;2;3;3;3;01/09/2019;490
427;1;4;3;5;2;01/09/2019;18
428;3;12;3;5;3;01/09/2019;99
429;1;1;2;0;2;01/09/2019;481
430;3;14;1;0;1;01/09/2019;583
431;1;6;3;10;4;01/09/2019;300
432;1;2;1;0;4;01/09/2019;450
433;1;1;3;10;1;01/09/2019;171
434;3;16;4;0;1;01/09/2019;385
435;3;16;4;0;5;01/09/2019;112
436;1;4;1;0;1;01/09/2019;306
437;1;2;3;3;1;01/09/2019;45
438;1;3;1;0;2;01/09/2019;118
439;2;9;3;10;4;01/09/2019;340
440;1;3;3;6;1;01/09/2019;243
441;3;16;3;9;3;01/09/2019;188
442;1;2;2;0;1;01/09/2019;33
443;3;13;3;5;2;01/09/2019;6
444;2;8;1;0;3;01/09/2019;85
445;1;6;4;0;1;01/09/2019;400
